                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3215,                0.99057,                      1,                 2.4623,              0.0031551,              0.0031551,              0.0031551
                      2,                 0.2535,                0.99805,                      1,                 2.4323,               0.005686,               0.005686,               0.005686
                      3,                0.23649,                0.99603,                0.99994,                 2.4343,              0.0075918,              0.0075918,              0.0075918
                      4,                0.38775,                 0.9977,                0.99989,                 2.4323,              0.0070292,              0.0070292,              0.0070292
                      5,                0.23098,                0.99845,                0.99994,                 2.4302,              0.0060389,              0.0060389,              0.0060389
                      6,                0.17839,                0.99943,                0.99989,                 2.4276,              0.0050487,              0.0050487,              0.0050487
                      7,                0.14962,                0.99966,                      1,                 2.4266,              0.0040584,              0.0040584,              0.0040584
                      8,                0.11918,                0.99983,                      1,                 2.4261,              0.0030681,              0.0030681,              0.0030681
                      9,                0.09157,                0.99983,                      1,                 2.4261,              0.0020778,              0.0020778,              0.0020778
                     10,                0.07045,                0.99983,                      1,                 2.4261,              0.0010876,              0.0010876,              0.0010876
