                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.71635,                0.99362,                      1,                 2.4404,              0.0034091,              0.0034091,              0.0034091
                      2,                0.16763,                0.99793,                      1,                 2.4299,              0.0061414,              0.0061414,              0.0061414
                      3,                0.13421,                0.99937,                      1,                 2.4274,              0.0080125,              0.0080125,              0.0080125
                      4,                0.10654,                0.99943,                      1,                 2.4268,              0.0070187,              0.0070187,              0.0070187
                      5,                0.08361,                0.99983,                      1,                 2.4265,               0.006025,               0.006025,               0.006025
                      6,                0.06828,                0.99989,                      1,                 2.4261,              0.0050312,              0.0050312,              0.0050312
                      7,                0.05666,                0.99989,                      1,                 2.4261,              0.0040374,              0.0040374,              0.0040374
                      8,                0.05059,                      1,                      1,                  2.426,              0.0030437,              0.0030437,              0.0030437
                      9,                0.04242,                0.99994,                      1,                 2.4259,              0.0020499,              0.0020499,              0.0020499
                     10,                0.03753,                      1,                      1,                 2.4259,              0.0010562,              0.0010562,              0.0010562
