                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.70972,                0.99569,                      1,                 2.4373,              0.0034775,              0.0034775,              0.0034775
                      2,                0.15707,                0.99856,                      1,                 2.4291,              0.0062655,              0.0062655,              0.0062655
                      3,                0.11759,                0.99971,                      1,                 2.4268,              0.0080151,              0.0080151,              0.0080151
                      4,                0.09476,                0.99983,                      1,                 2.4263,              0.0070226,              0.0070226,              0.0070226
                      5,                0.07493,                0.99983,                      1,                 2.4261,              0.0060302,              0.0060302,              0.0060302
                      6,                 0.0666,                0.99989,                      1,                 2.4261,              0.0050377,              0.0050377,              0.0050377
                      7,                0.05785,                0.99994,                      1,                 2.4259,              0.0040452,              0.0040452,              0.0040452
                      8,                0.04979,                0.99994,                      1,                 2.4259,              0.0030528,              0.0030528,              0.0030528
                      9,                 0.0439,                0.99994,                      1,                 2.4259,              0.0020603,              0.0020603,              0.0020603
                     10,                0.03775,                0.99994,                      1,                 2.4259,              0.0010679,              0.0010679,              0.0010679
