                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.98847,                0.99563,                0.99989,                 2.4447,              0.0032375,              0.0032375,              0.0032375
                      2,                 0.1845,                0.99816,                      1,                 2.4314,              0.0058347,              0.0058347,              0.0058347
                      3,                0.15177,                0.99874,                      1,                 2.4287,              0.0077906,              0.0077906,              0.0077906
                      4,                0.11799,                0.99937,                      1,                 2.4269,              0.0070298,              0.0070298,              0.0070298
                      5,                0.09116,                0.99971,                      1,                 2.4263,              0.0060397,              0.0060397,              0.0060397
                      6,                0.07672,                0.99989,                      1,                  2.426,              0.0050496,              0.0050496,              0.0050496
                      7,                0.06574,                      1,                      1,                  2.426,              0.0040595,              0.0040595,              0.0040595
                      8,                0.05515,                      1,                      1,                 2.4259,              0.0030694,              0.0030694,              0.0030694
                      9,                0.04877,                0.99994,                      1,                 2.4259,              0.0020794,              0.0020794,              0.0020794
                     10,                0.04224,                      1,                      1,                 2.4259,              0.0010893,              0.0010893,              0.0010893
