                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1807,                0.99356,                0.99989,                 2.4541,              0.0029983,              0.0029983,              0.0029983
                      2,                0.23947,                0.99793,                0.99989,                 2.4315,              0.0054026,              0.0054026,              0.0054026
                      3,                0.20952,                0.99678,                      1,                 2.4315,              0.0072123,              0.0072123,              0.0072123
                      4,                0.25177,                0.99891,                0.99994,                 2.4294,              0.0070256,              0.0070256,              0.0070256
                      5,                0.17171,                0.99966,                0.99989,                 2.4267,              0.0060341,              0.0060341,              0.0060341
                      6,                0.12548,                0.99977,                      1,                 2.4263,              0.0050427,              0.0050427,              0.0050427
                      7,                0.10812,                0.99989,                      1,                 2.4261,              0.0040512,              0.0040512,              0.0040512
                      8,                0.07984,                0.99983,                      1,                  2.426,              0.0030597,              0.0030597,              0.0030597
                      9,                 0.0677,                0.99989,                      1,                  2.426,              0.0020682,              0.0020682,              0.0020682
                     10,                0.05405,                0.99994,                      1,                 2.4259,              0.0010768,              0.0010768,              0.0010768
