                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1949,                0.99471,                0.99994,                 2.4536,              0.0033469,              0.0033469,              0.0033469
                      2,                0.20646,                0.99891,                      1,                 2.4305,              0.0060316,              0.0060316,              0.0060316
                      3,                0.17105,                0.99805,                      1,                 2.4305,              0.0080192,              0.0080192,              0.0080192
                      4,                0.15759,                0.99931,                      1,                 2.4273,              0.0070287,              0.0070287,              0.0070287
                      5,                0.10817,                0.99954,                      1,                 2.4266,              0.0060383,              0.0060383,              0.0060383
                      6,                0.08166,                0.99983,                      1,                 2.4263,              0.0050479,              0.0050479,              0.0050479
                      7,                0.07067,                0.99994,                      1,                  2.426,              0.0040575,              0.0040575,              0.0040575
                      8,                0.05798,                0.99989,                      1,                  2.426,              0.0030671,              0.0030671,              0.0030671
                      9,                0.04564,                0.99989,                      1,                  2.426,              0.0020766,              0.0020766,              0.0020766
                     10,                0.04134,                0.99994,                      1,                  2.426,              0.0010862,              0.0010862,              0.0010862
