                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1827,                0.99575,                0.99994,                 2.4512,              0.0034091,              0.0034091,              0.0034091
                      2,                0.20027,                 0.9973,                      1,                 2.4329,              0.0061434,              0.0061434,              0.0061434
                      3,                0.17449,                0.99805,                      1,                 2.4304,              0.0080185,              0.0080185,              0.0080185
                      4,                0.14943,                0.99931,                      1,                 2.4276,              0.0070277,              0.0070277,              0.0070277
                      5,                0.10795,                0.99966,                      1,                 2.4265,               0.006037,               0.006037,               0.006037
                      6,                0.08343,                0.99977,                      1,                 2.4262,              0.0050462,              0.0050462,              0.0050462
                      7,                0.06597,                0.99983,                      1,                  2.426,              0.0040554,              0.0040554,              0.0040554
                      8,                 0.0537,                0.99989,                      1,                  2.426,              0.0030647,              0.0030647,              0.0030647
                      9,                 0.0431,                0.99989,                      1,                 2.4259,              0.0020739,              0.0020739,              0.0020739
                     10,                0.03842,                0.99994,                      1,                 2.4259,              0.0010832,              0.0010832,              0.0010832
