                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1543,                0.99494,                0.99989,                 2.4497,              0.0033326,              0.0033326,              0.0033326
                      2,                 0.2068,                0.99736,                      1,                 2.4324,              0.0060058,              0.0060058,              0.0060058
                      3,                0.18485,                0.99741,                0.99989,                  2.431,               0.008019,               0.008019,               0.008019
                      4,                0.17128,                0.99925,                      1,                 2.4279,              0.0070294,              0.0070294,              0.0070294
                      5,                0.11859,                0.99931,                      1,                 2.4268,              0.0060392,              0.0060392,              0.0060392
                      6,                0.09504,                0.99977,                      1,                 2.4263,               0.005049,               0.005049,               0.005049
                      7,                0.07186,                0.99989,                      1,                  2.426,              0.0040588,              0.0040588,              0.0040588
                      8,                0.06018,                0.99994,                      1,                 2.4259,              0.0030686,              0.0030686,              0.0030686
                      9,                0.04953,                0.99994,                      1,                 2.4259,              0.0020784,              0.0020784,              0.0020784
                     10,                0.04256,                0.99994,                      1,                 2.4259,              0.0010882,              0.0010882,              0.0010882
