                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2097,                0.99615,                      1,                 2.4506,              0.0034091,              0.0034091,              0.0034091
                      2,                0.25796,                0.99655,                      1,                 2.4354,              0.0061433,              0.0061433,              0.0061433
                      3,                0.21369,                0.99908,                      1,                 2.4302,              0.0080183,              0.0080183,              0.0080183
                      4,                0.17316,                0.99948,                      1,                 2.4274,              0.0070274,              0.0070274,              0.0070274
                      5,                0.13487,                0.99983,                      1,                 2.4264,              0.0060366,              0.0060366,              0.0060366
                      6,                0.11043,                0.99983,                      1,                 2.4262,              0.0050457,              0.0050457,              0.0050457
                      7,                0.09423,                0.99994,                      1,                  2.426,              0.0040548,              0.0040548,              0.0040548
                      8,                0.08036,                      1,                      1,                 2.4259,               0.003064,               0.003064,               0.003064
                      9,                 0.0691,                0.99994,                      1,                  2.426,              0.0020731,              0.0020731,              0.0020731
                     10,                0.06237,                      1,                      1,                 2.4259,              0.0010823,              0.0010823,              0.0010823
