                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.72221,                0.99282,                0.99983,                 2.4412,              0.0037289,              0.0037289,              0.0037289
                      2,                0.19271,                0.99856,                      1,                 2.4296,               0.006717,               0.006717,               0.006717
                      3,                0.17322,                0.99902,                0.99994,                  2.428,              0.0080112,              0.0080112,              0.0080112
                      4,                0.12524,                0.99954,                      1,                 2.4271,              0.0070169,              0.0070169,              0.0070169
                      5,                0.09825,                0.99977,                      1,                 2.4263,              0.0060225,              0.0060225,              0.0060225
                      6,                0.08049,                      1,                      1,                  2.426,              0.0050281,              0.0050281,              0.0050281
                      7,                0.07057,                      1,                      1,                 2.4259,              0.0040337,              0.0040337,              0.0040337
                      8,                0.05777,                      1,                      1,                 2.4259,              0.0030393,              0.0030393,              0.0030393
                      9,                0.04961,                      1,                      1,                 2.4259,               0.002045,               0.002045,               0.002045
                     10,                0.03962,                      1,                      1,                 2.4259,              0.0010506,              0.0010506,              0.0010506
