                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.94487,                0.99741,                0.99989,                 2.4391,              0.0039928,              0.0039928,              0.0039928
                      2,                0.19495,                0.99833,                0.99994,                 2.4303,              0.0071959,              0.0071959,              0.0071959
                      3,                0.19075,                 0.9981,                      1,                 2.4303,              0.0080198,              0.0080198,              0.0080198
                      4,                0.13375,                0.99948,                      1,                 2.4279,              0.0070298,              0.0070298,              0.0070298
                      5,                0.09887,                0.99971,                      1,                 2.4265,              0.0060397,              0.0060397,              0.0060397
                      6,                0.08332,                0.99989,                      1,                  2.426,              0.0050496,              0.0050496,              0.0050496
                      7,                0.06734,                0.99994,                      1,                 2.4259,              0.0040595,              0.0040595,              0.0040595
                      8,                 0.0561,                0.99994,                      1,                 2.4259,              0.0030694,              0.0030694,              0.0030694
                      9,                0.04569,                      1,                      1,                 2.4259,              0.0020794,              0.0020794,              0.0020794
                     10,                0.03929,                      1,                      1,                 2.4259,              0.0010893,              0.0010893,              0.0010893
