                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1652,                0.99477,                0.99994,                 2.4515,              0.0033045,              0.0033045,              0.0033045
                      2,                0.21152,                0.99805,                      1,                 2.4307,              0.0059553,              0.0059553,              0.0059553
                      3,                0.17829,                0.99839,                      1,                 2.4305,              0.0079516,              0.0079516,              0.0079516
                      4,                0.15539,                0.99948,                      1,                  2.427,              0.0070298,              0.0070298,              0.0070298
                      5,                0.11382,                 0.9996,                      1,                 2.4267,              0.0060397,              0.0060397,              0.0060397
                      6,                0.08871,                0.99989,                      1,                 2.4261,              0.0050496,              0.0050496,              0.0050496
                      7,                0.07175,                0.99994,                      1,                 2.4259,              0.0040595,              0.0040595,              0.0040595
                      8,                0.05971,                      1,                      1,                 2.4259,              0.0030694,              0.0030694,              0.0030694
                      9,                 0.0506,                      1,                      1,                 2.4259,              0.0020794,              0.0020794,              0.0020794
                     10,                0.04336,                      1,                      1,                 2.4259,              0.0010893,              0.0010893,              0.0010893
