                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1837,                0.99437,                0.99977,                 2.4514,              0.0041129,              0.0041129,              0.0041129
                      2,                0.20482,                 0.9973,                      1,                 2.4342,              0.0074093,              0.0074093,              0.0074093
                      3,                0.34211,                0.99052,                      1,                 2.4417,              0.0080127,              0.0080127,              0.0080127
                      4,                 0.2192,                0.99678,                0.99989,                 2.4326,              0.0070191,              0.0070191,              0.0070191
                      5,                0.15236,                 0.9992,                      1,                 2.4278,              0.0060254,              0.0060254,              0.0060254
                      6,                0.12911,                0.99925,                0.99989,                  2.427,              0.0050318,              0.0050318,              0.0050318
                      7,                0.10634,                0.99977,                      1,                 2.4265,              0.0040382,              0.0040382,              0.0040382
                      8,                0.08086,                0.99994,                      1,                 2.4261,              0.0030445,              0.0030445,              0.0030445
                      9,                0.06571,                0.99989,                      1,                 2.4261,              0.0020509,              0.0020509,              0.0020509
                     10,                0.04926,                      1,                      1,                  2.426,              0.0010572,              0.0010572,              0.0010572
