                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.79804,                0.99362,                0.99989,                 2.4441,              0.0034046,              0.0034046,              0.0034046
                      2,                0.19364,                0.99701,                0.99994,                 2.4309,              0.0061364,              0.0061364,              0.0061364
                      3,                0.16767,                0.99897,                0.99989,                 2.4284,              0.0080218,              0.0080218,              0.0080218
                      4,                0.12624,                0.99977,                0.99994,                 2.4266,              0.0070327,              0.0070327,              0.0070327
                      5,                0.09818,                0.99966,                      1,                 2.4263,              0.0060436,              0.0060436,              0.0060436
                      6,                0.07853,                0.99977,                      1,                 2.4262,              0.0050545,              0.0050545,              0.0050545
                      7,                0.06801,                0.99989,                      1,                 2.4259,              0.0040654,              0.0040654,              0.0040654
                      8,                0.05467,                0.99994,                      1,                 2.4259,              0.0030763,              0.0030763,              0.0030763
                      9,                0.04658,                0.99983,                      1,                  2.426,              0.0020872,              0.0020872,              0.0020872
                     10,                0.04132,                0.99983,                      1,                  2.426,              0.0010981,              0.0010981,              0.0010981
