                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1449,                0.99379,                0.99989,                 2.4526,              0.0033752,              0.0033752,              0.0033752
                      2,                0.20473,                0.99862,                      1,                 2.4309,              0.0060829,              0.0060829,              0.0060829
                      3,                0.17856,                0.99816,                0.99989,                 2.4301,                0.00802,                0.00802,                0.00802
                      4,                0.15142,                0.99914,                0.99994,                 2.4275,                0.00703,                0.00703,                0.00703
                      5,                 0.1095,                0.99977,                      1,                 2.4263,                0.00604,                0.00604,                0.00604
                      6,                0.08851,                0.99989,                      1,                 2.4261,                0.00505,                0.00505,                0.00505
                      7,                0.07089,                0.99983,                      1,                  2.426,              0.0040599,              0.0040599,              0.0040599
                      8,                0.05837,                0.99989,                      1,                 2.4259,              0.0030699,              0.0030699,              0.0030699
                      9,                0.04983,                0.99989,                      1,                 2.4259,              0.0020799,              0.0020799,              0.0020799
                     10,                0.04098,                0.99994,                      1,                 2.4259,              0.0010899,              0.0010899,              0.0010899
