                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1415,                0.99322,                0.99989,                 2.4528,              0.0033472,              0.0033472,              0.0033472
                      2,                0.24037,                0.99839,                      1,                 2.4333,              0.0060315,              0.0060315,              0.0060315
                      3,                0.20191,                0.99741,                0.99994,                  2.431,              0.0080174,              0.0080174,              0.0080174
                      4,                0.16505,                0.99948,                      1,                 2.4273,              0.0070261,              0.0070261,              0.0070261
                      5,                0.12339,                0.99966,                      1,                 2.4266,              0.0060348,              0.0060348,              0.0060348
                      6,                0.10546,                0.99977,                      1,                 2.4262,              0.0050435,              0.0050435,              0.0050435
                      7,                0.08652,                0.99983,                      1,                 2.4262,              0.0040522,              0.0040522,              0.0040522
                      8,                0.07119,                0.99989,                      1,                  2.426,              0.0030609,              0.0030609,              0.0030609
                      9,                0.06151,                0.99994,                      1,                 2.4259,              0.0020696,              0.0020696,              0.0020696
                     10,                0.05189,                0.99994,                      1,                 2.4259,              0.0010783,              0.0010783,              0.0010783
