                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.73313,                0.99678,                0.99989,                 2.4357,              0.0028862,              0.0028862,              0.0028862
                      2,                0.14809,                 0.9981,                      1,                 2.4295,              0.0051999,              0.0051999,              0.0051999
                      3,                0.12127,                0.99983,                      1,                 2.4267,              0.0069402,              0.0069402,              0.0069402
                      4,                0.09526,                0.99989,                      1,                 2.4264,              0.0070211,              0.0070211,              0.0070211
                      5,                0.07549,                0.99989,                      1,                 2.4261,              0.0060281,              0.0060281,              0.0060281
                      6,                0.06656,                      1,                      1,                 2.4261,              0.0050351,              0.0050351,              0.0050351
                      7,                0.05556,                0.99994,                      1,                  2.426,              0.0040421,              0.0040421,              0.0040421
                      8,                0.04578,                      1,                      1,                 2.4259,              0.0030491,              0.0030491,              0.0030491
                      9,                0.03948,                0.99994,                      1,                  2.426,              0.0020562,              0.0020562,              0.0020562
                     10,                 0.0351,                0.99994,                      1,                  2.426,              0.0010632,              0.0010632,              0.0010632
